"범죄별(1)",범죄별(2),범죄별(3),2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021
"형법범",풍속범죄,신앙,463,-,-,-,-,-,2,199,262,449,-,-,-,-,-,3,183,263,503,-,-,-,-,-,1,210,292,526,1,-,-,1,-,2,174,349,967,0,0,0,0,0,0,327,640,1007,-,-,-,-,-,1,355,651,303,2,-,1,1,-,1,96,204,365,-,-,-,-,-,1,119,245
"형법범",풍속범죄,기타음란행위,1401,-,-,-,-,-,100,1193,108,1623,5,3,-,2,-,129,1372,117,1983,4,1,-,3,-,142,1652,185,2497,-,-,-,-,-,206,2061,230,2067,3,1,0,2,0,179,1638,247,2354,1,1,-,-,-,200,1881,272,2107,2,-,1,1,-,198,1670,237,2042,3,2,-,1,-,154,1653,232
"형법범",과실범죄,소계,8371,5,2,-,3,1,120,6142,2103,8962,-,-,-,-,-,78,6466,2418,9358,1,-,-,1,-,71,6827,2459,10184,1,1,-,-,-,63,7224,2896,10488,5,0,1,4,0,132,7142,3209,11169,1,1,-,-,1,117,7440,3610,10987,2,1,-,1,-,92,7366,3527,9522,-,-,-,-,-,86,6684,2752
"형법범",과실범죄,과실치사상,1972,3,2,-,1,-,70,1146,753,2182,-,-,-,-,-,47,1295,840,2337,-,-,-,-,-,32,1380,925,2666,1,1,-,-,-,41,1481,1143,2884,2,0,1,1,0,80,1574,1228,3216,-,-,-,-,-,81,1766,1369,2891,1,1,-,-,-,57,1699,1134,2523,-,-,-,-,-,45,1504,974
"형법범",과실범죄,업무상과실치사상,4738,2,-,-,2,-,10,3473,1253,4975,-,-,-,-,-,2,3508,1465,5160,-,-,-,-,-,1,3744,1415,5441,-,-,-,-,-,1,3811,1629,5588,2,0,0,2,0,7,3762,1817,5845,1,1,-,-,-,3,3761,2080,5966,-,-,-,-,-,2,3773,2191,5147,-,-,-,-,-,5,3542,1600
"형법범",과실범죄,실화,1661,-,-,-,-,1,40,1523,97,1805,-,-,-,-,-,29,1663,113,1861,1,-,-,1,-,38,1703,119,2077,-,-,-,-,-,21,1932,124,2016,1,0,0,1,0,45,1806,164,2108,-,-,-,-,1,33,1913,161,2130,1,-,-,1,-,33,1894,202,1852,-,-,-,-,-,36,1638,178
"형법범",기타형법범죄,소계,112469,32,10,3,19,5,7933,63947,40552,118834,39,15,1,23,-,6627,65210,46958,122536,21,8,1,12,6,6293,67930,48286,115810,23,9,1,13,7,5950,61075,48755,121287,42,13,7,22,4,6390,58978,55873,125488,28,9,7,12,2,6316,61310,57832,121920,26,8,3,15,3,6051,59020,56820,100017,34,6,3,25,-,4956,50849,44178
"형법범",기타형법범죄,명예,32302,5,2,1,2,-,1089,16930,14278,36983,3,1,-,2,-,626,18087,18267,36646,3,3,-,-,1,502,16862,19278,32511,-,-,-,-,2,468,14775,17266,35311,7,5,1,1,0,538,14900,19866,37143,4,2,-,2,-,531,15560,21048,37641,2,1,-,1,-,404,15323,21912,33521,3,2,-,1,-,359,14223,18936
"형법범",기타형법범죄,권리행사방해,6994,1,-,-,1,-,6,2514,4473,8475,1,-,-,1,-,3,3019,5452,10594,-,-,-,-,-,2,3966,6626,13256,3,1,-,2,-,8,4959,8286,14597,6,3,1,2,1,5,4591,9994,13428,5,1,-,4,-,5,3737,9681,10314,2,2,-,-,-,5,2750,7557,6622,1,-,-,1,-,3,2111,4507
"형법범",기타형법범죄,신용업무경매,28713,3,2,-,1,-,2971,18624,7115,30360,8,4,1,3,-,2882,19372,8098,31485,7,2,-,5,-,2848,20509,8121,29309,6,1,1,4,-,2710,18447,8146,30587,7,1,1,5,0,2970,17758,9852,31547,3,1,2,-,-,2775,18210,10559,30595,3,1,-,2,-,2576,17263,10753,22560,1,-,-,1,-,1822,12894,7843
"형법범",기타형법범죄,주거침입,8183,1,1,-,-,3,648,5720,1811,9467,-,-,-,-,-,611,6469,2387,10918,2,-,-,2,1,648,7694,2573,11045,3,1,-,2,2,641,7564,2835,12774,5,1,0,4,1,830,8476,3462,15425,4,2,1,1,1,1015,10126,4279,16127,4,1,1,2,1,987,10563,4572,15368,9,1,1,7,-,954,10274,4131
"형법범",기타형법범죄,비밀침해,80,-,-,-,-,-,-,36,44,97,-,-,-,-,-,1,25,71,98,-,-,-,-,-,-,32,66,117,-,-,-,-,-,-,30,87,111,0,0,0,0,0,0,37,74,121,-,-,-,-,-,-,46,75,161,-,-,-,-,-,1,41,119,123,-,-,-,-,-,-,44,79
"형법범",기타형법범죄,유기,158,-,-,-,-,-,1,105,52,210,-,-,-,-,-,-,130,80,205,-,-,-,-,-,2,125,78,247,-,-,-,-,-,3,156,88,243,0,0,0,0,0,0,143,100,252,-,-,-,-,-,3,125,124,257,1,-,-,1,-,1,140,115,311,-,-,-,-,-,1,191,119
"형법범",기타형법범죄,교통방해,2230,1,1,-,-,1,29,1669,530,2138,-,-,-,-,-,31,1523,584,2604,-,-,-,-,-,18,1952,634,1735,-,-,-,-,-,14,1062,659,1690,0,0,0,0,0,20,1014,656,1815,2,1,1,-,-,16,1056,741,1891,-,-,-,-,-,16,1089,786,1805,-,-,-,-,-,12,1085,708
"형법범",기타형법범죄,공무방해,17997,10,-,2,8,1,3098,13569,1319,17012,22,7,-,15,-,2394,13223,1373,17487,8,2,1,5,3,2219,13964,1293,14806,4,-,-,4,3,2067,11456,1276,13213,9,1,3,5,0,1978,9803,1423,13510,8,1,2,5,1,1910,10069,1522,12901,10,1,2,7,1,2013,9348,1529,10607,7,1,2,4,-,1757,7738,1105
"형법범",기타형법범죄,도주와범인은닉,1119,1,-,-,1,-,56,657,405,1193,1,1,-,-,-,60,739,393,1014,-,-,-,-,-,45,604,365,980,2,1,-,1,-,31,554,393,692,1,0,0,1,0,39,370,282,690,-,-,-,-,-,49,386,255,673,-,-,-,-,-,38,367,268,492,1,-,-,1,-,38,285,168
"형법범",기타형법범죄,위증과증거인멸,4392,3,2,-,1,-,1,1112,3276,5023,3,1,-,2,-,2,979,4039,4370,-,-,-,-,1,-,819,3550,4423,2,2,-,-,-,1,724,3696,4114,2,1,0,1,2,0,603,3507,3613,-,-,-,-,-,1,547,3065,2982,1,1,-,-,-,1,412,2568,2332,2,1,-,1,-,-,425,1905
"형법범",기타형법범죄,무고,6349,3,1,-,2,-,7,1294,5045,6339,1,1,-,-,-,13,1217,5108,6714,1,1,-,-,-,8,1309,5396,6975,2,2,-,-,-,7,1143,5823,7451,5,1,1,3,0,10,1124,6312,7173,2,1,1,-,-,9,976,6186,7580,3,1,-,2,1,9,1108,6459,5428,2,1,-,1,-,10,1090,4326
"형법범",기타형법범죄,공안을해하는죄,36,-,-,-,-,-,-,10,26,143,-,-,-,-,-,1,82,60,239,-,-,-,-,-,1,44,194,259,1,1,-,-,-,-,153,105,339,0,0,0,0,0,0,109,230,568,-,-,-,-,-,2,429,137,660,-,-,-,-,-,-,568,92,722,8,-,-,8,-,-,475,239
"형법범",기타형법범죄,내란의죄,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9,56,-,-,-,-,-,-,-,56,42,-,-,-,-,-,-,-,42,44,0,0,0,0,0,0,0,44,53,-,-,-,-,-,-,1,52,33,-,-,-,-,-,-,-,33,16,-,-,-,-,-,-,1,15
"형법범",기타형법범죄,음용수에관한죄,23,-,-,-,-,-,-,10,13,19,-,-,-,-,-,-,5,14,27,-,-,-,-,-,-,8,19,24,-,-,-,-,-,-,6,18,23,0,0,0,0,0,0,6,17,20,-,-,-,-,-,-,9,11,30,-,-,-,-,-,-,12,18,25,-,-,-,-,-,-,7,18
"형법범",기타형법범죄,일수와수리에관한죄,5,-,-,-,-,-,-,2,3,6,-,-,-,-,-,-,2,4,6,-,-,-,-,-,-,1,5,7,-,-,-,-,-,-,5,2,12,0,0,0,0,0,0,6,6,7,-,-,-,-,-,-,4,3,6,-,-,-,-,-,-,3,3,72,-,-,-,-,-,-,4,68
"형법범",기타형법범죄,기타,3888,4,1,-,3,-,27,1695,2162,1360,-,-,-,-,-,3,338,1019,73,-,-,-,-,-,-,41,32,74,-,-,-,-,-,-,41,33,86,0,0,0,0,0,0,38,48,123,-,-,-,-,-,-,29,94,69,-,-,-,-,-,-,33,36,13,-,-,-,-,-,-,2,11
"특별법범",소계,소계,929689,3612,559,502,2551,279,106204,514705,304889,955034,1277,337,174,766,198,97674,519773,336112,1013148,909,185,90,634,187,90812,577501,343739,899021,1114,227,143,744,188,85965,498774,312980,786183,4181,381,575,3225,213,79614,408370,293805,764123,5446,468,1011,3967,304,63552,389079,305742,694972,5691,516,1170,4005,135,62424,348159,278563,619023,5289,502,1107,3680,113,59538,328554,225529
"특별법범",주요 특별법범,소계,560904,3452,490,493,2469,8,102850,309337,145257,575862,1210,300,171,739,6,94654,313555,166437,605562,855,152,89,614,2,87775,340378,176552,511381,1040,184,139,717,-,82468,277604,150269,429991,4046,320,561,3165,3,75461,212585,137896,400553,5287,398,989,3900,6,59405,190592,145263,380058,5567,466,1160,3941,-,58388,176541,139562,327999,5164,456,1093,3615,-,55632,156468,110735
"특별법범",주요 특별법범,가정폭력범죄의처벌등에관한특례법,149,-,-,-,-,-,16,87,46,213,-,-,-,-,-,20,157,36,195,-,-,-,-,-,14,153,28,192,-,-,-,-,-,8,154,30,317,0,0,0,0,0,21,255,41,382,-,-,-,-,-,20,305,57,398,-,-,-,-,-,29,293,76,898,-,-,-,-,-,58,723,117
"특별법범",주요 특별법범,경범죄처벌법,4500,1,-,-,1,-,720,3401,378,5427,3,-,-,3,-,809,4114,501,7133,4,-,1,3,-,993,5408,728,6599,1,-,1,-,-,915,4861,822,6576,0,0,0,0,0,989,4728,859,7257,2,-,1,1,-,1039,5167,1049,6892,-,-,-,-,-,877,4987,1028,6072,4,2,-,2,-,782,4443,843
"특별법범",주요 특별법범,교통사고처리특례법,194449,11,3,1,7,1,6273,87316,100848,202360,7,2,2,3,1,5645,84586,112121,195705,6,2,-,4,1,4434,76474,114790,188984,3,-,-,3,-,4196,72630,112155,196974,11,2,0,9,0,5549,71633,119781,204948,10,2,3,5,1,4173,72502,128262,190641,6,1,-,5,-,5003,65530,120102,159066,11,2,-,9,-,4139,59459,95457
"특별법범",주요 특별법범,도로교통법,12599,3,-,-,3,-,985,8037,3574,15056,5,1,-,4,1,942,9045,5063,16143,5,1,-,4,-,723,10353,5062,17322,9,1,-,8,-,561,12588,4164,14483,7,1,1,5,0,869,10196,3411,15286,11,5,-,6,1,782,10929,3563,13458,16,3,-,13,-,876,9368,3198,11184,19,1,2,16,-,597,8495,2073
"특별법범",주요 특별법범,도로교통법(무면허운전),37314,6,4,-,2,-,726,32488,4094,43873,1,-,-,1,2,542,39722,3606,68217,2,2,-,-,-,584,60516,7115,48875,-,-,-,-,-,419,42285,6171,25675,10,1,1,8,0,518,23494,1653,24863,3,1,1,1,-,372,22949,1539,22666,2,1,1,-,-,314,21232,1118,19394,2,1,-,1,-,250,18312,830
"특별법범",주요 특별법범,도로교통법(사고후미조치),47456,5,-,-,5,-,1340,18107,28004,54077,5,2,-,3,-,1162,17141,35769,49799,1,-,-,1,-,918,12745,36135,27584,1,-,-,1,-,791,8994,17798,11901,2,0,0,2,0,765,6560,4574,9777,2,1,-,1,-,528,5154,4093,9520,6,-,-,6,-,549,5296,3669,7341,3,-,-,3,-,444,3955,2939
"특별법범",주요 특별법범,도로교통법(음주운전),220536,22,19,1,2,2,90302,128179,2031,212153,26,15,2,9,2,83200,126908,2017,203613,16,9,2,5,1,78067,123423,2106,180153,18,14,2,2,-,73881,104196,2058,142013,16,7,3,6,1,64982,74802,2212,108807,10,5,2,3,1,51100,55582,2114,97709,5,2,1,2,-,48366,46925,2413,91507,8,1,3,4,-,46908,42570,2021
"특별법범",주요 특별법범,도로교통법(음주측정거부),2414,1,-,1,-,-,989,1360,64,2564,-,-,-,-,-,1020,1467,77,2576,-,-,-,-,-,986,1520,70,2763,1,1,-,-,-,1111,1564,87,2913,0,0,0,0,0,1365,1448,100,2641,-,-,-,-,-,1252,1303,86,3050,1,1,-,-,-,1463,1475,111,3284,-,-,-,-,-,1703,1492,89
"특별법범",주요 특별법범,마약류관리에관한법률(대마),909,491,27,452,12,-,1,165,252,933,193,31,158,4,-,-,500,240,1056,91,7,80,4,-,1,746,218,1315,140,9,122,9,-,1,825,349,1189,566,17,520,29,0,1,267,355,1963,944,16,896,32,1,1,450,567,2340,1148,16,1088,44,-,-,624,568,2264,1070,13,1003,54,-,-,718,476
"특별법범",주요 특별법범,마약류관리에관한법률(마약),622,89,70,7,12,-,-,493,40,1047,13,8,-,5,-,-,956,78,1305,19,14,-,5,-,-,1157,129,1346,30,24,-,6,-,-,1234,82,1349,133,100,4,29,0,1,1111,104,1494,170,129,6,35,-,-,1238,86,2000,249,186,7,56,-,3,1634,114,1454,229,190,4,35,-,2,1098,125
"특별법범",주요 특별법범,마약류관리에관한법률(향정),5351,2809,363,30,2416,4,1,1061,1476,6896,953,241,6,706,-,1,4005,1937,7628,706,114,6,586,-,1,4890,2031,7700,832,135,14,683,-,-,4895,1973,6465,3291,190,29,3072,0,2,1675,1497,7789,4126,237,77,3812,1,4,2067,1591,8933,4122,255,60,3807,-,3,2935,1873,7550,3808,244,79,3485,-,2,2355,1385
"특별법범",주요 특별법범,성매매알선등행위의처벌에관한법률,21979,6,2,1,3,-,218,19415,2340,18344,3,-,2,1,-,62,16085,2194,41253,4,3,-,1,-,229,35458,5562,21306,2,-,-,2,-,83,18325,2896,15127,8,2,2,4,0,55,12863,2201,13081,9,2,3,4,-,70,11177,1825,8836,6,1,1,4,-,40,7367,1423,7047,1,1,-,-,-,18,6089,939
"특별법범",주요 특별법범,아동·청소년의성보호에관한법률(성매수등),760,5,1,-,4,-,2,681,72,728,-,-,-,-,-,3,617,108,989,-,-,-,-,-,3,832,154,1081,-,-,-,-,-,6,955,120,671,1,0,0,1,2,1,579,88,685,-,-,-,-,-,2,570,113,713,-,-,-,-,-,1,604,108,657,1,-,-,1,-,2,583,71
"특별법범",주요 특별법범,아동·청소년의성보호에관한법률(성착취물),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3000,1,-,1,-,-,-,2635,364,1609,-,-,-,-,-,-,1327,282
"특별법범",주요 특별법범,아동·청소년의성보호에관한법률(음란물등),850,-,-,-,-,-,1,800,49,666,-,-,-,-,-,-,618,48,922,-,-,-,-,-,-,891,31,533,-,-,-,-,-,-,483,50,909,0,0,0,0,0,0,828,81,1012,-,-,-,-,-,-,922,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"특별법범",주요 특별법범,특가법(도주차량),11016,3,1,-,2,1,1276,7747,1989,11525,1,-,1,-,-,1248,7634,2642,9028,1,-,-,1,-,822,5812,2393,5628,3,-,-,3,-,496,3615,1514,3429,1,0,1,0,0,343,2146,939,568,-,-,-,-,1,62,277,228,9902,5,-,1,4,-,864,5636,3397,8672,8,1,2,5,-,727,4849,3088
